ツイートID,ツイートされた時間(日本時間),配信前ツイート,ぽえーむ
1549312527489966080,2022-07-19_17:37:46,"このあと20時からは🌟

💀「hololiveERROR」💀

ついに発売したホロライブ初のホラゲ

兎田ぺこーらトップバッターを
務めさせていただくぺこ‼️

誰が出てくるの！？
怖いの！？
その真相を確かめにいくぺこ👁️👁️

▽待機所▽
https://t.co/QrlUyo2eo2 https://t.co/YoVpwX83jv","こんばんは。
夏の暑い夜にホラーゲームいかがですか？
え？！ホロライブさんが作ったホラーゲームがあるだって！？
これはやってみないとだね！！！
なんかぺこーらに似た人もホロライブエラーの動画にでてたし、わんちゃんゲームにいるかな？
わからねえけどとりあえずやってみっか！！！！！！！！ "
1548963564324818947,2022-07-18_18:31:06,"このあと20時からは🌟

💀RUST💀

こっそりめっちゃ強くなった兎田ぺこら
その全貌を今日大公開するぺこ‼️‼️

今日はライブの話をしたり
裏で行かないでおいた施設とかに挑戦するよん😊

▽待機所▽
https://t.co/JU2FDf6q7X https://t.co/YxqPoFqvfw","昨日あんなにアイドルやってたのに？！
今日はなんか血なまぐさくねえペコか？！
あのキラキラはどこへ？！
あのエモさはどこへ…
幻だったのだろうか。
いや、この血生臭いうさぎもアイドルのウサギも結局は同じ。
人は表と裏がある。
そうだろ？
さぁ、今夜はどうしよかな・・・・ "
1548602156600725504,2022-07-17_18:35:00,"ライブ本編終了後22時15分より🌟

メンバーシップ限定で
少しだけアンコールLiveをするぺこ❣️

アンコールも もちろん
歌とダンスたくさん練習したから
よかったら見てね☺️✨

▽待機所▽
https://t.co/zh0s6EGH1n https://t.co/b6IswziaSh",
1548463641066078208,2022-07-17_09:24:35,"本日21時からは🌟

🌺🐰兎田ぺこら3周年記念LIVE🐰🌺

今年のテーマは「夏」
この夏、もっと熱くするしかないよね‼️

ゲストのみんなともたくさん歌って踊ったよおおおおおおお😊
今日は最高に盛り上がろうぺこ✨✨

そしてライブの最後にはなにかあるかも⁉️

▽待機所▽
https://t.co/6Nktf53S7m https://t.co/0fJz1vSaWi","みんなハッシュタグは
#兎田ぺこら3周年 でよろぺこ😳❣️ "
1548234989044928513,2022-07-16_18:16:00,"このあと23時30分からは🌟

🥕兎田ぺこら3周年カウントダウン🥕

ついに兎田ぺこらも3周年✨✨
その瞬間をみんなと迎えたいぺこ！

しかも今日はぺこーらの新形態を
お披露目しちゃったり😳!?

盛りだくさんの3rd Anniversaryぺこ❣

▽待機所▽
https://t.co/EBNyRKhFDb https://t.co/IfaZxYZZNc","デビューして早3年になります。
もう少しで3年。
この3年間いろんなことがありました。
どんなことがあったかな？
わからない、見たくない、後ろを向きたくない。
私はただ前だけを見つめたい。
そう、あなただけを見つめてたい。
そうでしょ？この3年間ずっとあなただけ見てたから…！！！！ "
1547869753628573696,2022-07-15_18:04:41,"このあと21時からは🌟

💀ぺこマリでホロ鯖RUST💀

ついについについに✨✨
Rustやるぺこおおおおおおおお！！！

暴れまくって…
いいぺこだよねぇ？😊

いくぞマリン！！！！！！！！！！

▽待機所▽
https://t.co/vryrWlL64B https://t.co/90nZyof4hy","獲るか獲られるかの世界。
だが、私たちはとる側だ！
取り返せるものなら取り返してみろ！！！！
ここは鉄壁の家や！！！！！
もう、いいからはじめるぞおおおおおおお！！！！！！！！！！ "
1547492343355506690,2022-07-14_17:05:00,"このあと21時からは🌟

🍄ぺっころねマリオ対決🍄

本日はころさんとコラボ！！！
1時間で初代マリオどこまでいけるか勝負ぺこおおおおおおおおおおおおおおおおおおおお‼️‼️

久しぶりの２人…！
ぺこーら、すごく嬉しいぺこ✨

▽待機所▽
https://t.co/iSWrVtGFxF https://t.co/IODeBhAYme","ころさん久しぶり、今日はマリオバトルだね。
そうだね。久しぶり。元気してた？
はい、こちらは元気いっぱいです！そちらは？
え、敬具。 "
1547130620895440896,2022-07-13_17:07:38,"このあと２２時からは🌟

🃏UNO🃏

UNO最強は誰だ？！俺ﾀﾞｧ‼️‼️‼️‼️

何が起こるかお楽しみ、駆け引きありの
カードバトルが今始まろうとしている。

罰ゲームあることいってないけど
負けなければいいぺこよね？🤭

▽待機所▽
https://t.co/75JhrZNSgR https://t.co/3zb2OI18M4","今日は待ちに待った4人のUNO！
この日のため雨にも負けず風にも負けず頑張って
マリンは三日前くらいに誘われたからそんなに思い入れはない。
そんな言葉がでないくらい今日は4人でわっちゃわっちゃ笑ったりときにはぎすったりしようよ！ね！
みんなもUNOしたいでしょ？
よ～し今から楽しいUNOをやるぞ "
1546825263270416385,2022-07-12_20:54:16,"このあと21時からは🌟

🍖怒りのモンハンサンブレイク🍖

ｵﾗｧ!!!!!!!!!!!
ﾄﾞｺｯ!!ﾊﾞｷｯ!!ﾍﾟｺｯ!!ﾋｨｺﾞﾒﾝﾅｻｲｨ!!

モンスター狩らせろぺこぉ‼️‼️

▽待機所▽
https://t.co/nBrGRztumx https://t.co/KV19CzgXCQ","呪いなんてない！ただの気持ちの持ちよう！！！
そうぺこでしょ？
ただついていなかっただけ。
けど、ぺこーらくやしいよ。
ならぶつければいいじゃない。
そうでしょ？気持ちはため込んじゃダメ。
吐き出さないと。
ほらここにスラアクがあるよ？
いってらっしゃい今日もおいしいお肉がやけました！！ "
1546785641530560513,2022-07-12_18:16:49,"このあと21時からは🌟

💀ぺこマリホロ鯖RUST💀

ついに開幕ホロ鯖Rust✨✨
ぺこマリでのりこむぺこおおおお‼️

どんな世界が広がっているのか
この世界でなにが起こるのか

楽しみぺこですね★

▽待機所▽
https://t.co/nBrGRzLDAF https://t.co/s60ZS2xfym",
1546428972837502976,2022-07-11_18:39:33,"このあと21時からは🌟

🎲逆凸アソビ大全51🎱

告知をかけた究極バトルぺこ😎
ホロメンに負けるわけにはいかない…

しかも、ついにぺこーらにも2.0がキタ‼️
今はもう3.0？うるせえええええ！！！！

盛りだくさんの内容！見逃すなあああ🥳

▽待機所▽
https://t.co/oJRuUs0LIR https://t.co/OXAB3pGHGM","勝たなきゃいけない時がある。
それはどんなときだ？
そう、告知をしたいとき…。
みんな聞いてくれ！！！！
ぺこーら実は…

この後が聞けるどうかはこの配信でわかる。 "
1546030042735869952,2022-07-10_16:14:20,"このあと18時からは🌟

☀モンハンサンブレイク☀

今日はめっちゃカッコイイ新モンス
「ルナガロン」に挑むぺこ‼️

こないだ仲間とやるモンハンを知ってしまったぺこーら😳
まぁ誰かいたらね！
誰かいたら一緒にやりましょう！

▽待機所▽
https://t.co/TQV6r4aoY0 https://t.co/fpDKaHxYpR",すまんみんな！19時から開始にするぺこ！ 
1545365921501310976,2022-07-08_20:15:21,"このあと21時からは🌟

🌱メン限ゆるっとトーク🌱

最近コラボもたくさんだったし
みんなとの話が足りないぺこなぁ！？

今日はゆるゆるお話しましょう😊

▽待機所▽
https://t.co/3tzwcFfTMj https://t.co/lRv3A8Px5N",
1544984326982737920,2022-07-07_18:59:02,"このあと21時からは🌟

🎰ドラクエ11S マジスロ対決🎰

今年もノエぺこで勝負ぺこ‼️
★┷┓
┃ノ┃
┃エ┃
┃ル┃
┃を┃
┃ぺ┃
┃こ┃
┃｜┃
┃ら┃
┃の┃
┃ペ┃
┃ッ┃
┃ト┃
┃に┃
┃で┃
┃き┃
┃ま┃
┃す┃
┃よ┃
┃う┃
┃に┃
┗━★

▽待機所▽
https://t.co/66Sr58DDe0 https://t.co/g0apeeHZt2","今日は7月7日ラッキー７の日。
待ちに待ったカジノ。
この日のために一所懸命汗水たらしながら頑張ってきた。（お金を稼いだ。）
今日こそは、あの憎き牛を討伐してみせる…！
言ってろ言ってろウサギ野郎。
まず君はポエムという言葉を学んで来い。そこからだ。
頑張ります。

ふん、今日泣くのはお前 "
1544612075821232133,2022-07-06_18:19:51,"このあと21時からは🌟

🍺ラプちゃんとギリギリ飲酒トーク🍺

まさかのコラボ！
ラプちゃん君のことをもっと教えてくれ👁️👁️

酔っ払い達のせいで
アーカイブが消えないことを祈るぺこ‼️
＃ぺこラプ

▽待機所▽
https://t.co/OMz9NHlqoD https://t.co/bMU8sSXLEK","辛いこと悲しいことは全部お酒に包んで流しちゃおうね・・・♡
そう、お酒があれば忘れられる。あのことを…。
君と私たちの秘密だよ。
絶対に誰にもいっちゃいけないよ？
でも、ここだけ聞こえるかもね？
"
1544257262914785280,2022-07-05_18:49:57,"このあと22時からは🌟

🍳幻のスイーツ サンプーチャン作り🍳

あなたは「三不粘」を知っているぺこだろうか？

のせた皿にも、摘んだ箸にも
そして食べた歯にもくっつかない幻のお菓子✨

そしてこれを作れる人は世界でも数少ないとか…
伝説の次は幻いくぺこ‼️

▽待機所▽
https://t.co/YSukjQLDRN https://t.co/JKW1Pi7zwf","スイーツは別腹…
夜中に食べるスイーツほど背徳感がたまらない！
カロリーだってやばいだろうし、ダイエットが無に帰る。
けどいいじゃない
1日くらいカロリーを気にしなくたって
ね？おいしいものが食べられるんだから？
みんなも食べたいよね？
ぺこーらが伝説いや幻のスイーツ作ってあげちゃうぺこ "
1543517097573367808,2022-07-03_17:48:47,"このあと19時からは🌟

☀モンハンサンブレイク☀

ここまでソロハンターとして生きてきた兎田ぺこら…
ぺこーらもみんなと遊びてぇ‼️‼️

頼む！！！！！！
誰か来てくれぺこ！！！！！！

▽待機所▽
https://t.co/gVTPly30Nc https://t.co/bvkyy6EiB2","もう、独りはさみしい。
一人は好きだけどだれかのぬくもりを感じたい。
くじけそうになったときも負けそうになったときも仲間の声があるだけでだいぶ違う。
今までは独りでモンスターを討伐してきた。
きっと今日は仲間たちと討伐の喜びを分かち合えるであろう。
来てくれるよね？
だよ？だよねえ？ "
